"","lon","lat","coord","cover","Region","Realm"
"47979",-81.5,43.5,"-81.5_43.5",1,"North American","Nearctic"
"47980",-80.5,43.5,"-80.5_43.5",1,"North American","Nearctic"
"47981",-79.5,43.5,"-79.5_43.5",1,"North American","Nearctic"
"47982",-78.5,43.5,"-78.5_43.5",1,"North American","Nearctic"
"47983",-77.5,43.5,"-77.5_43.5",1,"North American","Nearctic"
"47984",-76.5,43.5,"-76.5_43.5",1,"North American","Nearctic"
"47985",-75.5,43.5,"-75.5_43.5",1,"North American","Nearctic"
"47986",-74.5,43.5,"-74.5_43.5",1,"North American","Nearctic"
"47987",-73.5,43.5,"-73.5_43.5",1,"North American","Nearctic"
"47988",-72.5,43.5,"-72.5_43.5",1,"North American","Nearctic"
"47989",-71.5,43.5,"-71.5_43.5",1,"North American","Nearctic"
"47990",-70.5,43.5,"-70.5_43.5",0.64,"North American","Nearctic"
"47995",-65.5,43.5,"-65.5_43.5",0.39,"North American","Nearctic"
"47996",-64.5,43.5,"-64.5_43.5",0.04,"North American","Nearctic"
"48051",-9.5,43.5,"-9.5_43.5",0.05,"Eurasian","Palaearctic"
"48052",-8.5,43.5,"-8.5_43.5",0.42,"Eurasian","Palaearctic"
"48053",-7.5,43.5,"-7.5_43.5",0.66,"Eurasian","Palaearctic"
"48054",-6.5,43.5,"-6.5_43.5",0.59,"Eurasian","Palaearctic"
"48055",-5.5,43.5,"-5.5_43.5",0.53,"Eurasian","Palaearctic"
"48056",-4.5,43.5,"-4.5_43.5",0.41,"Eurasian","Palaearctic"
"48057",-3.5,43.5,"-3.5_43.5",0.45,"Eurasian","Palaearctic"
"48058",-2.5,43.5,"-2.5_43.5",0.35,"Eurasian","Palaearctic"
"48059",-1.5,43.5,"-1.5_43.5",0.67,"Eurasian","Palaearctic"
"48060",-0.5,43.5,"-0.5_43.5",1,"Eurasian","Palaearctic"
"48061",0.5,43.5,"0.5_43.5",1,"Eurasian","Palaearctic"
"48062",1.5,43.5,"1.5_43.5",1,"Eurasian","Palaearctic"
"48063",2.5,43.5,"2.5_43.5",1,"Eurasian","Palaearctic"
"48064",3.5,43.5,"3.5_43.5",0.7,"Eurasian","Palaearctic"
"48065",4.5,43.5,"4.5_43.5",0.54,"Eurasian","Palaearctic"
"48066",5.5,43.5,"5.5_43.5",0.77,"Eurasian","Palaearctic"
"48067",6.5,43.5,"6.5_43.5",0.77,"Eurasian","Palaearctic"
"48068",7.5,43.5,"7.5_43.5",0.25,"Eurasian","Palaearctic"
"48069",8.5,43.5,"8.5_43.5",0.02,"Eurasian","Palaearctic"
"48070",9.5,43.5,"9.5_43.5",0.02,"Eurasian","Palaearctic"
"48071",10.5,43.5,"10.5_43.5",0.65,"Eurasian","Palaearctic"
"48072",11.5,43.5,"11.5_43.5",1,"Eurasian","Palaearctic"
"48073",12.5,43.5,"12.5_43.5",0.98,"Eurasian","Palaearctic"
"48074",13.5,43.5,"13.5_43.5",0.47,"Eurasian","Palaearctic"
"48076",15.5,43.5,"15.5_43.5",0.19,"Eurasian","Palaearctic"
"48077",16.5,43.5,"16.5_43.5",0.68,"Eurasian","Palaearctic"
"48078",17.5,43.5,"17.5_43.5",0.94,"Eurasian","Palaearctic"
"48079",18.5,43.5,"18.5_43.5",1,"Eurasian","Palaearctic"
"48080",19.5,43.5,"19.5_43.5",1,"Eurasian","Palaearctic"
"48081",20.5,43.5,"20.5_43.5",1,"Eurasian","Palaearctic"
"48082",21.5,43.5,"21.5_43.5",1,"Eurasian","Palaearctic"
"48083",22.5,43.5,"22.5_43.5",1,"Eurasian","Palaearctic"
"48084",23.5,43.5,"23.5_43.5",1,"Eurasian","Palaearctic"
"48085",24.5,43.5,"24.5_43.5",1,"Eurasian","Palaearctic"
"48086",25.5,43.5,"25.5_43.5",1,"Eurasian","Palaearctic"
"48087",26.5,43.5,"26.5_43.5",1,"Eurasian","Palaearctic"
"48088",27.5,43.5,"27.5_43.5",0.98,"Eurasian","Palaearctic"
"48089",28.5,43.5,"28.5_43.5",0.35,"Eurasian","Palaearctic"
"48100",39.5,43.5,"39.5_43.5",0.28,"Eurasian","Palaearctic"
"48101",40.5,43.5,"40.5_43.5",0.85,"Eurasian","Palaearctic"
"48102",41.5,43.5,"41.5_43.5",1,"Eurasian","Palaearctic"
"48103",42.5,43.5,"42.5_43.5",1,"Eurasian","Palaearctic"
"48104",43.5,43.5,"43.5_43.5",1,"Eurasian","Palaearctic"
"48105",44.5,43.5,"44.5_43.5",1,"Eurasian","Palaearctic"
"48106",45.5,43.5,"45.5_43.5",1,"Eurasian","Palaearctic"
"48107",46.5,43.5,"46.5_43.5",1,"Eurasian","Palaearctic"
"48108",47.5,43.5,"47.5_43.5",0.5,"Eurasian","Palaearctic"
"48111",50.5,43.5,"50.5_43.5",0.01,"Eurasian","Palaearctic"
"48112",51.5,43.5,"51.5_43.5",0.75,"Eurasian","Palaearctic"
"48113",52.5,43.5,"52.5_43.5",1,"Eurasian","Palaearctic"
"48114",53.5,43.5,"53.5_43.5",1,"Eurasian","Palaearctic"
"48115",54.5,43.5,"54.5_43.5",1,"Eurasian","Palaearctic"
"48116",55.5,43.5,"55.5_43.5",1,"Eurasian","Palaearctic"
"48117",56.5,43.5,"56.5_43.5",1,"Eurasian","Palaearctic"
"48118",57.5,43.5,"57.5_43.5",1,"Eurasian","Palaearctic"
"48119",58.5,43.5,"58.5_43.5",1,"Eurasian","Palaearctic"
"48120",59.5,43.5,"59.5_43.5",1,"Eurasian","Palaearctic"
"48121",60.5,43.5,"60.5_43.5",1,"Eurasian","Palaearctic"
"48122",61.5,43.5,"61.5_43.5",1,"Eurasian","Palaearctic"
"48123",62.5,43.5,"62.5_43.5",1,"Eurasian","Palaearctic"
"48124",63.5,43.5,"63.5_43.5",1,"Eurasian","Palaearctic"
"48125",64.5,43.5,"64.5_43.5",1,"Eurasian","Palaearctic"
"48126",65.5,43.5,"65.5_43.5",1,"Eurasian","Palaearctic"
"48127",66.5,43.5,"66.5_43.5",1,"Eurasian","Palaearctic"
"48128",67.5,43.5,"67.5_43.5",1,"Eurasian","Palaearctic"
"48129",68.5,43.5,"68.5_43.5",1,"Eurasian","Palaearctic"
"48130",69.5,43.5,"69.5_43.5",1,"Eurasian","Palaearctic"
"48131",70.5,43.5,"70.5_43.5",1,"Eurasian","Palaearctic"
"48132",71.5,43.5,"71.5_43.5",1,"Eurasian","Palaearctic"
"48133",72.5,43.5,"72.5_43.5",1,"Eurasian","Palaearctic"
"48134",73.5,43.5,"73.5_43.5",1,"Eurasian","Palaearctic"
"48135",74.5,43.5,"74.5_43.5",1,"Eurasian","Palaearctic"
"48136",75.5,43.5,"75.5_43.5",1,"Eurasian","Palaearctic"
"48137",76.5,43.5,"76.5_43.5",1,"Eurasian","Palaearctic"
"48138",77.5,43.5,"77.5_43.5",1,"Eurasian","Palaearctic"
"48139",78.5,43.5,"78.5_43.5",1,"Eurasian","Palaearctic"
"48140",79.5,43.5,"79.5_43.5",1,"Eurasian","Palaearctic"
"48141",80.5,43.5,"80.5_43.5",1,"Eurasian","Palaearctic"
"48142",81.5,43.5,"81.5_43.5",1,"Eurasian","Palaearctic"
"48143",82.5,43.5,"82.5_43.5",1,"Eurasian","Palaearctic"
"48144",83.5,43.5,"83.5_43.5",1,"Eurasian","Palaearctic"
"48145",84.5,43.5,"84.5_43.5",1,"Eurasian","Palaearctic"
"48146",85.5,43.5,"85.5_43.5",1,"Eurasian","Palaearctic"
"48147",86.5,43.5,"86.5_43.5",1,"Eurasian","Palaearctic"
"48148",87.5,43.5,"87.5_43.5",1,"Eurasian","Palaearctic"
"48149",88.5,43.5,"88.5_43.5",1,"Eurasian","Palaearctic"
"48150",89.5,43.5,"89.5_43.5",1,"Eurasian","Palaearctic"
"48151",90.5,43.5,"90.5_43.5",1,"Eurasian","Palaearctic"
"48152",91.5,43.5,"91.5_43.5",1,"Eurasian","Palaearctic"
"48153",92.5,43.5,"92.5_43.5",1,"Eurasian","Palaearctic"
"48154",93.5,43.5,"93.5_43.5",1,"Eurasian","Palaearctic"
"48155",94.5,43.5,"94.5_43.5",1,"Eurasian","Palaearctic"
"48156",95.5,43.5,"95.5_43.5",1,"Eurasian","Palaearctic"
"48157",96.5,43.5,"96.5_43.5",1,"Eurasian","Palaearctic"
"48158",97.5,43.5,"97.5_43.5",0.9,"Eurasian","Palaearctic"
"48159",98.5,43.5,"98.5_43.5",1,"Eurasian","Palaearctic"
"48160",99.5,43.5,"99.5_43.5",1,"Eurasian","Palaearctic"
"48161",100.5,43.5,"100.5_43.5",1,"Eurasian","Palaearctic"
"48162",101.5,43.5,"101.5_43.5",1,"Eurasian","Palaearctic"
"48163",102.5,43.5,"102.5_43.5",1,"Eurasian","Palaearctic"
"48164",103.5,43.5,"103.5_43.5",1,"Eurasian","Palaearctic"
"48165",104.5,43.5,"104.5_43.5",1,"Eurasian","Palaearctic"
"48166",105.5,43.5,"105.5_43.5",1,"Eurasian","Palaearctic"
"48167",106.5,43.5,"106.5_43.5",1,"Eurasian","Palaearctic"
"48168",107.5,43.5,"107.5_43.5",1,"Eurasian","Palaearctic"
"48169",108.5,43.5,"108.5_43.5",1,"Eurasian","Palaearctic"
"48170",109.5,43.5,"109.5_43.5",1,"Eurasian","Palaearctic"
"48171",110.5,43.5,"110.5_43.5",1,"Eurasian","Palaearctic"
"48172",111.5,43.5,"111.5_43.5",1,"Eurasian","Palaearctic"
"48173",112.5,43.5,"112.5_43.5",1,"Eurasian","Palaearctic"
"48174",113.5,43.5,"113.5_43.5",1,"Eurasian","Palaearctic"
"48175",114.5,43.5,"114.5_43.5",1,"Eurasian","Palaearctic"
"48176",115.5,43.5,"115.5_43.5",1,"Eurasian","Palaearctic"
"48177",116.5,43.5,"116.5_43.5",1,"Eurasian","Palaearctic"
"48178",117.5,43.5,"117.5_43.5",1,"Eurasian","Palaearctic"
"48179",118.5,43.5,"118.5_43.5",1,"Eurasian","Palaearctic"
"48180",119.5,43.5,"119.5_43.5",1,"Eurasian","Palaearctic"
"48181",120.5,43.5,"120.5_43.5",1,"Eurasian","Palaearctic"
"48182",121.5,43.5,"121.5_43.5",1,"Eurasian","Palaearctic"
"48183",122.5,43.5,"122.5_43.5",1,"Eurasian","Palaearctic"
"48184",123.5,43.5,"123.5_43.5",1,"Eurasian","Palaearctic"
"48185",124.5,43.5,"124.5_43.5",1,"Eurasian","Palaearctic"
"48186",125.5,43.5,"125.5_43.5",1,"Eurasian","Palaearctic"
"48187",126.5,43.5,"126.5_43.5",1,"Eurasian","Palaearctic"
"48188",127.5,43.5,"127.5_43.5",1,"Eurasian","Palaearctic"
"48189",128.5,43.5,"128.5_43.5",1,"Eurasian","Palaearctic"
"48190",129.5,43.5,"129.5_43.5",1,"Eurasian","Palaearctic"
"48191",130.5,43.5,"130.5_43.5",1,"Eurasian","Palaearctic"
"48192",131.5,43.5,"131.5_43.5",0.94,"Eurasian","Palaearctic"
"48193",132.5,43.5,"132.5_43.5",0.93,"Arctico-Siberian","Palaearctic"
"48194",133.5,43.5,"133.5_43.5",1,"Arctico-Siberian","Palaearctic"
"48195",134.5,43.5,"134.5_43.5",0.8,"Arctico-Siberian","Palaearctic"
"48196",135.5,43.5,"135.5_43.5",0.19,"Arctico-Siberian","Palaearctic"
"48201",140.5,43.5,"140.5_43.5",0.13,"Japanese","Sino_japanese"
"48202",141.5,43.5,"141.5_43.5",0.6,"Japanese","Sino_japanese"
"48203",142.5,43.5,"142.5_43.5",1,"Japanese","Sino_japanese"
"48204",143.5,43.5,"143.5_43.5",1,"Japanese","Sino_japanese"
"48205",144.5,43.5,"144.5_43.5",0.95,"Japanese","Sino_japanese"
"48206",145.5,43.5,"145.5_43.5",0.31,"Japanese","Sino_japanese"
"48207",146.5,43.5,"146.5_43.5",0.05,"Japanese","Sino_japanese"
"48296",-124.5,44.5,"-124.5_44.5",0.08,"North American","Nearctic"
"48297",-123.5,44.5,"-123.5_44.5",1,"North American","Nearctic"
"48298",-122.5,44.5,"-122.5_44.5",1,"North American","Nearctic"
"48299",-121.5,44.5,"-121.5_44.5",1,"North American","Nearctic"
"48300",-120.5,44.5,"-120.5_44.5",1,"North American","Nearctic"
"48301",-119.5,44.5,"-119.5_44.5",1,"North American","Nearctic"
"48302",-118.5,44.5,"-118.5_44.5",1,"North American","Nearctic"
"48303",-117.5,44.5,"-117.5_44.5",1,"North American","Nearctic"
"48304",-116.5,44.5,"-116.5_44.5",1,"North American","Nearctic"
"48305",-115.5,44.5,"-115.5_44.5",1,"North American","Nearctic"
"48306",-114.5,44.5,"-114.5_44.5",1,"North American","Nearctic"
"48307",-113.5,44.5,"-113.5_44.5",1,"North American","Nearctic"
"48308",-112.5,44.5,"-112.5_44.5",1,"North American","Nearctic"
"48309",-111.5,44.5,"-111.5_44.5",1,"North American","Nearctic"
"48310",-110.5,44.5,"-110.5_44.5",1,"North American","Nearctic"
"48311",-109.5,44.5,"-109.5_44.5",1,"North American","Nearctic"
"48312",-108.5,44.5,"-108.5_44.5",1,"North American","Nearctic"
"48313",-107.5,44.5,"-107.5_44.5",1,"North American","Nearctic"
"48314",-106.5,44.5,"-106.5_44.5",1,"North American","Nearctic"
"48315",-105.5,44.5,"-105.5_44.5",1,"North American","Nearctic"
"48316",-104.5,44.5,"-104.5_44.5",1,"North American","Nearctic"
"48317",-103.5,44.5,"-103.5_44.5",1,"North American","Nearctic"
"48318",-102.5,44.5,"-102.5_44.5",1,"North American","Nearctic"
"48319",-101.5,44.5,"-101.5_44.5",1,"North American","Nearctic"
"48320",-100.5,44.5,"-100.5_44.5",1,"North American","Nearctic"
"48321",-99.5,44.5,"-99.5_44.5",1,"North American","Nearctic"
"48322",-98.5,44.5,"-98.5_44.5",1,"North American","Nearctic"
"48323",-97.5,44.5,"-97.5_44.5",1,"North American","Nearctic"
"48324",-96.5,44.5,"-96.5_44.5",1,"North American","Nearctic"
"48325",-95.5,44.5,"-95.5_44.5",1,"North American","Nearctic"
"48326",-94.5,44.5,"-94.5_44.5",1,"North American","Nearctic"
"48327",-93.5,44.5,"-93.5_44.5",1,"North American","Nearctic"
"48328",-92.5,44.5,"-92.5_44.5",1,"North American","Nearctic"
"48329",-91.5,44.5,"-91.5_44.5",1,"North American","Nearctic"
"48330",-90.5,44.5,"-90.5_44.5",1,"North American","Nearctic"
"48331",-89.5,44.5,"-89.5_44.5",1,"North American","Nearctic"
"48332",-88.5,44.5,"-88.5_44.5",1,"North American","Nearctic"
"48333",-87.5,44.5,"-87.5_44.5",1,"North American","Nearctic"
"48334",-86.5,44.5,"-86.5_44.5",1,"North American","Nearctic"
"48335",-85.5,44.5,"-85.5_44.5",1,"North American","Nearctic"
"48336",-84.5,44.5,"-84.5_44.5",1,"North American","Nearctic"
"48337",-83.5,44.5,"-83.5_44.5",1,"North American","Nearctic"
"48338",-82.5,44.5,"-82.5_44.5",1,"North American","Nearctic"
"48339",-81.5,44.5,"-81.5_44.5",1,"North American","Nearctic"
"48340",-80.5,44.5,"-80.5_44.5",1,"North American","Nearctic"
"48341",-79.5,44.5,"-79.5_44.5",1,"North American","Nearctic"
"48342",-78.5,44.5,"-78.5_44.5",1,"North American","Nearctic"
"48343",-77.5,44.5,"-77.5_44.5",1,"North American","Nearctic"
"48344",-76.5,44.5,"-76.5_44.5",1,"North American","Nearctic"
"48345",-75.5,44.5,"-75.5_44.5",1,"North American","Nearctic"
"48346",-74.5,44.5,"-74.5_44.5",1,"North American","Nearctic"
"48347",-73.5,44.5,"-73.5_44.5",1,"North American","Nearctic"
"48348",-72.5,44.5,"-72.5_44.5",1,"North American","Nearctic"
"48349",-71.5,44.5,"-71.5_44.5",1,"North American","Nearctic"
"48350",-70.5,44.5,"-70.5_44.5",1,"North American","Nearctic"
"48351",-69.5,44.5,"-69.5_44.5",0.97,"North American","Nearctic"
"48352",-68.5,44.5,"-68.5_44.5",0.7,"North American","Nearctic"
"48353",-67.5,44.5,"-67.5_44.5",0.4,"North American","Nearctic"
"48354",-66.5,44.5,"-66.5_44.5",0.11,"North American","Nearctic"
"48355",-65.5,44.5,"-65.5_44.5",0.79,"North American","Nearctic"
"48356",-64.5,44.5,"-64.5_44.5",0.75,"North American","Nearctic"
"48357",-63.5,44.5,"-63.5_44.5",0.43,"North American","Nearctic"
"48358",-62.5,44.5,"-62.5_44.5",0.16,"North American","Nearctic"
"48419",-1.5,44.5,"-1.5_44.5",0.25,"Eurasian","Palaearctic"
"48420",-0.5,44.5,"-0.5_44.5",0.99,"Eurasian","Palaearctic"
"48421",0.5,44.5,"0.5_44.5",1,"Eurasian","Palaearctic"
"48422",1.5,44.5,"1.5_44.5",1,"Eurasian","Palaearctic"
"48423",2.5,44.5,"2.5_44.5",1,"Eurasian","Palaearctic"
"48424",3.5,44.5,"3.5_44.5",1,"Eurasian","Palaearctic"
"48425",4.5,44.5,"4.5_44.5",1,"Eurasian","Palaearctic"
"48426",5.5,44.5,"5.5_44.5",1,"Eurasian","Palaearctic"
"48427",6.5,44.5,"6.5_44.5",1,"Eurasian","Palaearctic"
"48428",7.5,44.5,"7.5_44.5",1,"Eurasian","Palaearctic"
"48429",8.5,44.5,"8.5_44.5",0.75,"Eurasian","Palaearctic"
"48430",9.5,44.5,"9.5_44.5",0.78,"Eurasian","Palaearctic"
"48431",10.5,44.5,"10.5_44.5",1,"Eurasian","Palaearctic"
"48432",11.5,44.5,"11.5_44.5",1,"Eurasian","Palaearctic"
"48433",12.5,44.5,"12.5_44.5",0.36,"Eurasian","Palaearctic"
"48434",13.5,44.5,"13.5_44.5",0.04,"Eurasian","Palaearctic"
"48435",14.5,44.5,"14.5_44.5",0.15,"Eurasian","Palaearctic"
"48436",15.5,44.5,"15.5_44.5",0.93,"Eurasian","Palaearctic"
"48437",16.5,44.5,"16.5_44.5",1,"Eurasian","Palaearctic"
"48438",17.5,44.5,"17.5_44.5",1,"Eurasian","Palaearctic"
"48439",18.5,44.5,"18.5_44.5",1,"Eurasian","Palaearctic"
"48440",19.5,44.5,"19.5_44.5",1,"Eurasian","Palaearctic"
"48441",20.5,44.5,"20.5_44.5",1,"Eurasian","Palaearctic"
"48442",21.5,44.5,"21.5_44.5",1,"Eurasian","Palaearctic"
"48443",22.5,44.5,"22.5_44.5",1,"Eurasian","Palaearctic"
"48444",23.5,44.5,"23.5_44.5",1,"Eurasian","Palaearctic"
"48445",24.5,44.5,"24.5_44.5",1,"Eurasian","Palaearctic"
"48446",25.5,44.5,"25.5_44.5",1,"Eurasian","Palaearctic"
"48447",26.5,44.5,"26.5_44.5",1,"Eurasian","Palaearctic"
"48448",27.5,44.5,"27.5_44.5",1,"Eurasian","Palaearctic"
"48449",28.5,44.5,"28.5_44.5",0.78,"Eurasian","Palaearctic"
"48450",29.5,44.5,"29.5_44.5",0.11,"Eurasian","Palaearctic"
"48454",33.5,44.5,"33.5_44.5",0.28,"Eurasian","Palaearctic"
"48455",34.5,44.5,"34.5_44.5",0.33,"Eurasian","Palaearctic"
"48456",35.5,44.5,"35.5_44.5",0.03,"Eurasian","Palaearctic"
"48458",37.5,44.5,"37.5_44.5",0.26,"Eurasian","Palaearctic"
"48459",38.5,44.5,"38.5_44.5",0.69,"Eurasian","Palaearctic"
"48460",39.5,44.5,"39.5_44.5",0.99,"Eurasian","Palaearctic"
"48461",40.5,44.5,"40.5_44.5",1,"Eurasian","Palaearctic"
"48462",41.5,44.5,"41.5_44.5",1,"Eurasian","Palaearctic"
"48463",42.5,44.5,"42.5_44.5",1,"Eurasian","Palaearctic"
"48464",43.5,44.5,"43.5_44.5",1,"Eurasian","Palaearctic"
"48465",44.5,44.5,"44.5_44.5",1,"Eurasian","Palaearctic"
"48466",45.5,44.5,"45.5_44.5",1,"Eurasian","Palaearctic"
"48467",46.5,44.5,"46.5_44.5",0.9,"Eurasian","Palaearctic"
"48468",47.5,44.5,"47.5_44.5",0.08,"Eurasian","Palaearctic"
"48471",50.5,44.5,"50.5_44.5",0.37,"Eurasian","Palaearctic"
"48472",51.5,44.5,"51.5_44.5",0.92,"Eurasian","Palaearctic"
"48473",52.5,44.5,"52.5_44.5",1,"Eurasian","Palaearctic"
"48474",53.5,44.5,"53.5_44.5",1,"Eurasian","Palaearctic"
"48475",54.5,44.5,"54.5_44.5",1,"Eurasian","Palaearctic"
"48476",55.5,44.5,"55.5_44.5",1,"Eurasian","Palaearctic"
"48477",56.5,44.5,"56.5_44.5",1,"Eurasian","Palaearctic"
"48478",57.5,44.5,"57.5_44.5",1,"Eurasian","Palaearctic"
"48479",58.5,44.5,"58.5_44.5",1,"Eurasian","Palaearctic"
"48480",59.5,44.5,"59.5_44.5",1,"Eurasian","Palaearctic"
"48481",60.5,44.5,"60.5_44.5",1,"Eurasian","Palaearctic"
"48482",61.5,44.5,"61.5_44.5",1,"Eurasian","Palaearctic"
"48483",62.5,44.5,"62.5_44.5",1,"Eurasian","Palaearctic"
"48484",63.5,44.5,"63.5_44.5",1,"Eurasian","Palaearctic"
"48485",64.5,44.5,"64.5_44.5",1,"Eurasian","Palaearctic"
"48486",65.5,44.5,"65.5_44.5",1,"Eurasian","Palaearctic"
"48487",66.5,44.5,"66.5_44.5",1,"Eurasian","Palaearctic"
"48488",67.5,44.5,"67.5_44.5",1,"Eurasian","Palaearctic"
"48489",68.5,44.5,"68.5_44.5",1,"Eurasian","Palaearctic"
"48490",69.5,44.5,"69.5_44.5",1,"Eurasian","Palaearctic"
"48491",70.5,44.5,"70.5_44.5",1,"Eurasian","Palaearctic"
"48492",71.5,44.5,"71.5_44.5",1,"Eurasian","Palaearctic"
"48493",72.5,44.5,"72.5_44.5",1,"Eurasian","Palaearctic"
"48494",73.5,44.5,"73.5_44.5",1,"Eurasian","Palaearctic"
"48495",74.5,44.5,"74.5_44.5",1,"Eurasian","Palaearctic"
"48496",75.5,44.5,"75.5_44.5",1,"Eurasian","Palaearctic"
"48497",76.5,44.5,"76.5_44.5",1,"Eurasian","Palaearctic"
"48498",77.5,44.5,"77.5_44.5",1,"Eurasian","Palaearctic"
"48499",78.5,44.5,"78.5_44.5",1,"Eurasian","Palaearctic"
"48500",79.5,44.5,"79.5_44.5",1,"Eurasian","Palaearctic"
"48501",80.5,44.5,"80.5_44.5",1,"Eurasian","Palaearctic"
"48502",81.5,44.5,"81.5_44.5",1,"Eurasian","Palaearctic"
"48503",82.5,44.5,"82.5_44.5",1,"Eurasian","Palaearctic"
"48504",83.5,44.5,"83.5_44.5",1,"Eurasian","Palaearctic"
"48505",84.5,44.5,"84.5_44.5",1,"Eurasian","Palaearctic"
"48506",85.5,44.5,"85.5_44.5",1,"Eurasian","Palaearctic"
"48507",86.5,44.5,"86.5_44.5",1,"Eurasian","Palaearctic"
"48508",87.5,44.5,"87.5_44.5",1,"Eurasian","Palaearctic"
"48509",88.5,44.5,"88.5_44.5",1,"Eurasian","Palaearctic"
"48510",89.5,44.5,"89.5_44.5",1,"Eurasian","Palaearctic"
"48511",90.5,44.5,"90.5_44.5",1,"Eurasian","Palaearctic"
"48512",91.5,44.5,"91.5_44.5",1,"Eurasian","Palaearctic"
"48513",92.5,44.5,"92.5_44.5",1,"Eurasian","Palaearctic"
"48514",93.5,44.5,"93.5_44.5",1,"Eurasian","Palaearctic"
"48515",94.5,44.5,"94.5_44.5",1,"Eurasian","Palaearctic"
"48516",95.5,44.5,"95.5_44.5",1,"Eurasian","Palaearctic"
"48517",96.5,44.5,"96.5_44.5",1,"Eurasian","Palaearctic"
"48518",97.5,44.5,"97.5_44.5",0.9,"Eurasian","Palaearctic"
"48519",98.5,44.5,"98.5_44.5",1,"Eurasian","Palaearctic"
"48520",99.5,44.5,"99.5_44.5",1,"Eurasian","Palaearctic"
"48521",100.5,44.5,"100.5_44.5",1,"Eurasian","Palaearctic"
"48522",101.5,44.5,"101.5_44.5",1,"Eurasian","Palaearctic"
"48523",102.5,44.5,"102.5_44.5",1,"Eurasian","Palaearctic"
"48524",103.5,44.5,"103.5_44.5",1,"Eurasian","Palaearctic"
"48525",104.5,44.5,"104.5_44.5",1,"Eurasian","Palaearctic"
"48526",105.5,44.5,"105.5_44.5",1,"Eurasian","Palaearctic"
"48527",106.5,44.5,"106.5_44.5",1,"Eurasian","Palaearctic"
"48528",107.5,44.5,"107.5_44.5",1,"Eurasian","Palaearctic"
"48529",108.5,44.5,"108.5_44.5",1,"Eurasian","Palaearctic"
"48530",109.5,44.5,"109.5_44.5",1,"Eurasian","Palaearctic"
"48531",110.5,44.5,"110.5_44.5",1,"Eurasian","Palaearctic"
"48532",111.5,44.5,"111.5_44.5",1,"Eurasian","Palaearctic"
"48533",112.5,44.5,"112.5_44.5",1,"Eurasian","Palaearctic"
"48534",113.5,44.5,"113.5_44.5",1,"Eurasian","Palaearctic"
"48535",114.5,44.5,"114.5_44.5",1,"Eurasian","Palaearctic"
"48536",115.5,44.5,"115.5_44.5",1,"Eurasian","Palaearctic"
"48537",116.5,44.5,"116.5_44.5",1,"Eurasian","Palaearctic"
"48538",117.5,44.5,"117.5_44.5",1,"Eurasian","Palaearctic"
"48539",118.5,44.5,"118.5_44.5",1,"Eurasian","Palaearctic"
"48540",119.5,44.5,"119.5_44.5",1,"Eurasian","Palaearctic"
"48541",120.5,44.5,"120.5_44.5",1,"Eurasian","Palaearctic"
"48542",121.5,44.5,"121.5_44.5",1,"Eurasian","Palaearctic"
"48543",122.5,44.5,"122.5_44.5",1,"Eurasian","Palaearctic"
"48544",123.5,44.5,"123.5_44.5",1,"Eurasian","Palaearctic"
"48545",124.5,44.5,"124.5_44.5",1,"Eurasian","Palaearctic"
"48546",125.5,44.5,"125.5_44.5",1,"Eurasian","Palaearctic"
"48547",126.5,44.5,"126.5_44.5",1,"Eurasian","Palaearctic"
"48548",127.5,44.5,"127.5_44.5",1,"Eurasian","Palaearctic"
"48549",128.5,44.5,"128.5_44.5",1,"Eurasian","Palaearctic"
"48550",129.5,44.5,"129.5_44.5",1,"Eurasian","Palaearctic"
"48551",130.5,44.5,"130.5_44.5",1,"Eurasian","Palaearctic"
"48552",131.5,44.5,"131.5_44.5",1,"Eurasian","Palaearctic"
"48553",132.5,44.5,"132.5_44.5",1,"Arctico-Siberian","Palaearctic"
"48554",133.5,44.5,"133.5_44.5",1,"Arctico-Siberian","Palaearctic"
"48555",134.5,44.5,"134.5_44.5",1,"Arctico-Siberian","Palaearctic"
"48556",135.5,44.5,"135.5_44.5",0.91,"Arctico-Siberian","Palaearctic"
"48557",136.5,44.5,"136.5_44.5",0.19,"Arctico-Siberian","Palaearctic"
"48562",141.5,44.5,"141.5_44.5",0.25,"Japanese","Sino_japanese"
"48563",142.5,44.5,"142.5_44.5",0.9,"Japanese","Sino_japanese"
"48564",143.5,44.5,"143.5_44.5",0.31,"Japanese","Sino_japanese"
"48565",144.5,44.5,"144.5_44.5",0.03,"Japanese","Sino_japanese"
"48566",145.5,44.5,"145.5_44.5",0.09,"Japanese","Sino_japanese"
"48567",146.5,44.5,"146.5_44.5",0.12,"Arctico-Siberian","Palaearctic"
"48568",147.5,44.5,"147.5_44.5",0.12,"Arctico-Siberian","Palaearctic"
"48657",-123.5,45.5,"-123.5_45.5",0.98,"North American","Nearctic"
"48658",-122.5,45.5,"-122.5_45.5",1,"North American","Nearctic"
"48659",-121.5,45.5,"-121.5_45.5",1,"North American","Nearctic"
"48660",-120.5,45.5,"-120.5_45.5",1,"North American","Nearctic"
"48661",-119.5,45.5,"-119.5_45.5",1,"North American","Nearctic"
"48662",-118.5,45.5,"-118.5_45.5",1,"North American","Nearctic"
"48663",-117.5,45.5,"-117.5_45.5",1,"North American","Nearctic"
"48664",-116.5,45.5,"-116.5_45.5",1,"North American","Nearctic"
"48665",-115.5,45.5,"-115.5_45.5",1,"North American","Nearctic"
