"","lon","lat","coord","cover","Region","Realm"
"54836",-64.5,62.5,"-64.5_62.5",0.15,"Arctico-Siberian","Palaearctic"
"54850",-50.5,62.5,"-50.5_62.5",0.14,"Arctico-Siberian","Palaearctic"
"54851",-49.5,62.5,"-49.5_62.5",0.86,"Arctico-Siberian","Palaearctic"
"54852",-48.5,62.5,"-48.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54857",-43.5,62.5,"-43.5_62.5",1,"North American","Nearctic"
"54858",-42.5,62.5,"-42.5_62.5",0.73,"North American","Nearctic"
"54859",-41.5,62.5,"-41.5_62.5",0.09,"Arctico-Siberian","Palaearctic"
"54893",-7.5,62.5,"-7.5_62.5",0.11,"Eurasian","Palaearctic"
"54894",-6.5,62.5,"-6.5_62.5",0.15,"Eurasian","Palaearctic"
"54906",5.5,62.5,"5.5_62.5",0.19,"Eurasian","Palaearctic"
"54907",6.5,62.5,"6.5_62.5",0.59,"Eurasian","Palaearctic"
"54908",7.5,62.5,"7.5_62.5",0.91,"Eurasian","Palaearctic"
"54909",8.5,62.5,"8.5_62.5",0.93,"Eurasian","Palaearctic"
"54910",9.5,62.5,"9.5_62.5",1,"Eurasian","Palaearctic"
"54911",10.5,62.5,"10.5_62.5",1,"Eurasian","Palaearctic"
"54912",11.5,62.5,"11.5_62.5",1,"Eurasian","Palaearctic"
"54913",12.5,62.5,"12.5_62.5",1,"Eurasian","Palaearctic"
"54914",13.5,62.5,"13.5_62.5",1,"Eurasian","Palaearctic"
"54915",14.5,62.5,"14.5_62.5",1,"Eurasian","Palaearctic"
"54916",15.5,62.5,"15.5_62.5",1,"Eurasian","Palaearctic"
"54917",16.5,62.5,"16.5_62.5",1,"Eurasian","Palaearctic"
"54918",17.5,62.5,"17.5_62.5",0.73,"Eurasian","Palaearctic"
"54919",18.5,62.5,"18.5_62.5",0.13,"Eurasian","Palaearctic"
"54922",21.5,62.5,"21.5_62.5",0.75,"Eurasian","Palaearctic"
"54923",22.5,62.5,"22.5_62.5",1,"Eurasian","Palaearctic"
"54924",23.5,62.5,"23.5_62.5",1,"Eurasian","Palaearctic"
"54925",24.5,62.5,"24.5_62.5",1,"Eurasian","Palaearctic"
"54926",25.5,62.5,"25.5_62.5",1,"Eurasian","Palaearctic"
"54927",26.5,62.5,"26.5_62.5",1,"Eurasian","Palaearctic"
"54928",27.5,62.5,"27.5_62.5",1,"Eurasian","Palaearctic"
"54929",28.5,62.5,"28.5_62.5",1,"Eurasian","Palaearctic"
"54930",29.5,62.5,"29.5_62.5",1,"Eurasian","Palaearctic"
"54931",30.5,62.5,"30.5_62.5",1,"Eurasian","Palaearctic"
"54932",31.5,62.5,"31.5_62.5",1,"Eurasian","Palaearctic"
"54933",32.5,62.5,"32.5_62.5",1,"Eurasian","Palaearctic"
"54934",33.5,62.5,"33.5_62.5",1,"Eurasian","Palaearctic"
"54935",34.5,62.5,"34.5_62.5",1,"Eurasian","Palaearctic"
"54936",35.5,62.5,"35.5_62.5",1,"Eurasian","Palaearctic"
"54937",36.5,62.5,"36.5_62.5",1,"Eurasian","Palaearctic"
"54938",37.5,62.5,"37.5_62.5",1,"Eurasian","Palaearctic"
"54939",38.5,62.5,"38.5_62.5",1,"Eurasian","Palaearctic"
"54940",39.5,62.5,"39.5_62.5",1,"Eurasian","Palaearctic"
"54941",40.5,62.5,"40.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54942",41.5,62.5,"41.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54943",42.5,62.5,"42.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54944",43.5,62.5,"43.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54945",44.5,62.5,"44.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54946",45.5,62.5,"45.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54947",46.5,62.5,"46.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54948",47.5,62.5,"47.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54949",48.5,62.5,"48.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54950",49.5,62.5,"49.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54951",50.5,62.5,"50.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54952",51.5,62.5,"51.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54953",52.5,62.5,"52.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54954",53.5,62.5,"53.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54955",54.5,62.5,"54.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54956",55.5,62.5,"55.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54957",56.5,62.5,"56.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54958",57.5,62.5,"57.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54959",58.5,62.5,"58.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54960",59.5,62.5,"59.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54961",60.5,62.5,"60.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54962",61.5,62.5,"61.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54963",62.5,62.5,"62.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54964",63.5,62.5,"63.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54965",64.5,62.5,"64.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54966",65.5,62.5,"65.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54967",66.5,62.5,"66.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54968",67.5,62.5,"67.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54969",68.5,62.5,"68.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54970",69.5,62.5,"69.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54971",70.5,62.5,"70.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54972",71.5,62.5,"71.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54973",72.5,62.5,"72.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54974",73.5,62.5,"73.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54975",74.5,62.5,"74.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54976",75.5,62.5,"75.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54977",76.5,62.5,"76.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54978",77.5,62.5,"77.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54979",78.5,62.5,"78.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54980",79.5,62.5,"79.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54981",80.5,62.5,"80.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54982",81.5,62.5,"81.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54983",82.5,62.5,"82.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54984",83.5,62.5,"83.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54985",84.5,62.5,"84.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54986",85.5,62.5,"85.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54987",86.5,62.5,"86.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54988",87.5,62.5,"87.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54989",88.5,62.5,"88.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54990",89.5,62.5,"89.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54991",90.5,62.5,"90.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54992",91.5,62.5,"91.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54993",92.5,62.5,"92.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54994",93.5,62.5,"93.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54995",94.5,62.5,"94.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54996",95.5,62.5,"95.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54997",96.5,62.5,"96.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54998",97.5,62.5,"97.5_62.5",1,"Arctico-Siberian","Palaearctic"
"54999",98.5,62.5,"98.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55000",99.5,62.5,"99.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55001",100.5,62.5,"100.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55002",101.5,62.5,"101.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55003",102.5,62.5,"102.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55004",103.5,62.5,"103.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55005",104.5,62.5,"104.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55006",105.5,62.5,"105.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55007",106.5,62.5,"106.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55008",107.5,62.5,"107.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55009",108.5,62.5,"108.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55010",109.5,62.5,"109.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55011",110.5,62.5,"110.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55012",111.5,62.5,"111.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55013",112.5,62.5,"112.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55014",113.5,62.5,"113.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55015",114.5,62.5,"114.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55016",115.5,62.5,"115.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55017",116.5,62.5,"116.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55018",117.5,62.5,"117.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55019",118.5,62.5,"118.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55020",119.5,62.5,"119.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55021",120.5,62.5,"120.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55022",121.5,62.5,"121.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55023",122.5,62.5,"122.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55024",123.5,62.5,"123.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55025",124.5,62.5,"124.5_62.5",0.9,"Arctico-Siberian","Palaearctic"
"55026",125.5,62.5,"125.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55027",126.5,62.5,"126.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55028",127.5,62.5,"127.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55029",128.5,62.5,"128.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55030",129.5,62.5,"129.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55031",130.5,62.5,"130.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55032",131.5,62.5,"131.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55033",132.5,62.5,"132.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55034",133.5,62.5,"133.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55035",134.5,62.5,"134.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55036",135.5,62.5,"135.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55037",136.5,62.5,"136.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55038",137.5,62.5,"137.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55039",138.5,62.5,"138.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55040",139.5,62.5,"139.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55041",140.5,62.5,"140.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55042",141.5,62.5,"141.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55043",142.5,62.5,"142.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55044",143.5,62.5,"143.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55045",144.5,62.5,"144.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55046",145.5,62.5,"145.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55047",146.5,62.5,"146.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55048",147.5,62.5,"147.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55049",148.5,62.5,"148.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55050",149.5,62.5,"149.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55051",150.5,62.5,"150.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55052",151.5,62.5,"151.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55053",152.5,62.5,"152.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55054",153.5,62.5,"153.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55055",154.5,62.5,"154.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55056",155.5,62.5,"155.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55057",156.5,62.5,"156.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55058",157.5,62.5,"157.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55059",158.5,62.5,"158.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55060",159.5,62.5,"159.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55061",160.5,62.5,"160.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55062",161.5,62.5,"161.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55063",162.5,62.5,"162.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55064",163.5,62.5,"163.5_62.5",0.51,"Arctico-Siberian","Palaearctic"
"55065",164.5,62.5,"164.5_62.5",0.71,"Arctico-Siberian","Palaearctic"
"55066",165.5,62.5,"165.5_62.5",0.98,"Arctico-Siberian","Palaearctic"
"55067",166.5,62.5,"166.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55068",167.5,62.5,"167.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55069",168.5,62.5,"168.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55070",169.5,62.5,"169.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55071",170.5,62.5,"170.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55072",171.5,62.5,"171.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55073",172.5,62.5,"172.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55074",173.5,62.5,"173.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55075",174.5,62.5,"174.5_62.5",1,"Arctico-Siberian","Palaearctic"
"55076",175.5,62.5,"175.5_62.5",0.87,"Arctico-Siberian","Palaearctic"
"55077",176.5,62.5,"176.5_62.5",0.6,"Arctico-Siberian","Palaearctic"
"55078",177.5,62.5,"177.5_62.5",0.35,"Arctico-Siberian","Palaearctic"
"55079",178.5,62.5,"178.5_62.5",0.54,"Arctico-Siberian","Palaearctic"
"55080",179.5,62.5,"179.5_62.5",0.28,"Arctico-Siberian","Palaearctic"
"55089",-171.5,63.5,"-171.5_63.5",0.24,"North American","Nearctic"
"55090",-170.5,63.5,"-170.5_63.5",0.34,"North American","Nearctic"
"55091",-169.5,63.5,"-169.5_63.5",0.24,"North American","Nearctic"
"55092",-168.5,63.5,"-168.5_63.5",0.05,"North American","Nearctic"
"55096",-164.5,63.5,"-164.5_63.5",0.17,"Arctico-Siberian","Palaearctic"
"55097",-163.5,63.5,"-163.5_63.5",0.18,"Arctico-Siberian","Palaearctic"
"55098",-162.5,63.5,"-162.5_63.5",0.43,"Arctico-Siberian","Palaearctic"
"55099",-161.5,63.5,"-161.5_63.5",0.43,"North American","Nearctic"
"55100",-160.5,63.5,"-160.5_63.5",0.94,"North American","Nearctic"
"55101",-159.5,63.5,"-159.5_63.5",1,"North American","Nearctic"
"55102",-158.5,63.5,"-158.5_63.5",1,"North American","Nearctic"
"55103",-157.5,63.5,"-157.5_63.5",1,"North American","Nearctic"
"55104",-156.5,63.5,"-156.5_63.5",1,"North American","Nearctic"
"55105",-155.5,63.5,"-155.5_63.5",1,"North American","Nearctic"
"55106",-154.5,63.5,"-154.5_63.5",1,"North American","Nearctic"
"55107",-153.5,63.5,"-153.5_63.5",1,"North American","Nearctic"
"55108",-152.5,63.5,"-152.5_63.5",1,"North American","Nearctic"
"55109",-151.5,63.5,"-151.5_63.5",1,"North American","Nearctic"
"55110",-150.5,63.5,"-150.5_63.5",1,"North American","Nearctic"
"55111",-149.5,63.5,"-149.5_63.5",1,"North American","Nearctic"
"55112",-148.5,63.5,"-148.5_63.5",1,"North American","Nearctic"
"55113",-147.5,63.5,"-147.5_63.5",1,"North American","Nearctic"
"55114",-146.5,63.5,"-146.5_63.5",1,"North American","Nearctic"
"55115",-145.5,63.5,"-145.5_63.5",1,"North American","Nearctic"
"55116",-144.5,63.5,"-144.5_63.5",1,"North American","Nearctic"
"55117",-143.5,63.5,"-143.5_63.5",1,"North American","Nearctic"
"55118",-142.5,63.5,"-142.5_63.5",1,"North American","Nearctic"
"55119",-141.5,63.5,"-141.5_63.5",1,"North American","Nearctic"
"55120",-140.5,63.5,"-140.5_63.5",1,"North American","Nearctic"
"55121",-139.5,63.5,"-139.5_63.5",1,"North American","Nearctic"
"55122",-138.5,63.5,"-138.5_63.5",1,"North American","Nearctic"
"55123",-137.5,63.5,"-137.5_63.5",1,"North American","Nearctic"
"55124",-136.5,63.5,"-136.5_63.5",1,"North American","Nearctic"
"55125",-135.5,63.5,"-135.5_63.5",1,"North American","Nearctic"
"55126",-134.5,63.5,"-134.5_63.5",1,"North American","Nearctic"
"55127",-133.5,63.5,"-133.5_63.5",1,"North American","Nearctic"
"55128",-132.5,63.5,"-132.5_63.5",1,"North American","Nearctic"
"55129",-131.5,63.5,"-131.5_63.5",1,"North American","Nearctic"
"55130",-130.5,63.5,"-130.5_63.5",1,"North American","Nearctic"
"55131",-129.5,63.5,"-129.5_63.5",1,"North American","Nearctic"
"55132",-128.5,63.5,"-128.5_63.5",1,"North American","Nearctic"
"55133",-127.5,63.5,"-127.5_63.5",1,"North American","Nearctic"
"55134",-126.5,63.5,"-126.5_63.5",1,"North American","Nearctic"
"55135",-125.5,63.5,"-125.5_63.5",1,"North American","Nearctic"
"55136",-124.5,63.5,"-124.5_63.5",1,"North American","Nearctic"
"55137",-123.5,63.5,"-123.5_63.5",1,"North American","Nearctic"
"55138",-122.5,63.5,"-122.5_63.5",1,"North American","Nearctic"
"55139",-121.5,63.5,"-121.5_63.5",1,"North American","Nearctic"
"55140",-120.5,63.5,"-120.5_63.5",1,"North American","Nearctic"
"55141",-119.5,63.5,"-119.5_63.5",1,"North American","Nearctic"
"55142",-118.5,63.5,"-118.5_63.5",1,"North American","Nearctic"
"55143",-117.5,63.5,"-117.5_63.5",1,"North American","Nearctic"
"55144",-116.5,63.5,"-116.5_63.5",1,"North American","Nearctic"
"55145",-115.5,63.5,"-115.5_63.5",1,"North American","Nearctic"
"55146",-114.5,63.5,"-114.5_63.5",1,"North American","Nearctic"
"55147",-113.5,63.5,"-113.5_63.5",1,"North American","Nearctic"
"55148",-112.5,63.5,"-112.5_63.5",1,"North American","Nearctic"
"55149",-111.5,63.5,"-111.5_63.5",1,"North American","Nearctic"
"55150",-110.5,63.5,"-110.5_63.5",1,"North American","Nearctic"
"55151",-109.5,63.5,"-109.5_63.5",1,"North American","Nearctic"
"55152",-108.5,63.5,"-108.5_63.5",1,"North American","Nearctic"
"55153",-107.5,63.5,"-107.5_63.5",1,"North American","Nearctic"
"55154",-106.5,63.5,"-106.5_63.5",1,"North American","Nearctic"
"55155",-105.5,63.5,"-105.5_63.5",1,"North American","Nearctic"
"55156",-104.5,63.5,"-104.5_63.5",1,"North American","Nearctic"
"55157",-103.5,63.5,"-103.5_63.5",1,"North American","Nearctic"
"55158",-102.5,63.5,"-102.5_63.5",1,"North American","Nearctic"
"55159",-101.5,63.5,"-101.5_63.5",1,"North American","Nearctic"
"55160",-100.5,63.5,"-100.5_63.5",1,"North American","Nearctic"
"55161",-99.5,63.5,"-99.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55162",-98.5,63.5,"-98.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55163",-97.5,63.5,"-97.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55164",-96.5,63.5,"-96.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55165",-95.5,63.5,"-95.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55166",-94.5,63.5,"-94.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55167",-93.5,63.5,"-93.5_63.5",0.93,"Arctico-Siberian","Palaearctic"
"55168",-92.5,63.5,"-92.5_63.5",0.94,"Arctico-Siberian","Palaearctic"
"55169",-91.5,63.5,"-91.5_63.5",0.95,"Arctico-Siberian","Palaearctic"
"55170",-90.5,63.5,"-90.5_63.5",0.51,"Arctico-Siberian","Palaearctic"
"55173",-87.5,63.5,"-87.5_63.5",0.04,"Arctico-Siberian","Palaearctic"
"55174",-86.5,63.5,"-86.5_63.5",0.37,"Arctico-Siberian","Palaearctic"
"55175",-85.5,63.5,"-85.5_63.5",0.66,"Arctico-Siberian","Palaearctic"
"55176",-84.5,63.5,"-84.5_63.5",0.61,"Arctico-Siberian","Palaearctic"
"55177",-83.5,63.5,"-83.5_63.5",0.12,"Arctico-Siberian","Palaearctic"
"55178",-82.5,63.5,"-82.5_63.5",0.15,"Arctico-Siberian","Palaearctic"
"55179",-81.5,63.5,"-81.5_63.5",0.46,"Arctico-Siberian","Palaearctic"
"55180",-80.5,63.5,"-80.5_63.5",0.27,"Arctico-Siberian","Palaearctic"
"55182",-78.5,63.5,"-78.5_63.5",0.16,"Arctico-Siberian","Palaearctic"
"55183",-77.5,63.5,"-77.5_63.5",0.25,"Arctico-Siberian","Palaearctic"
"55184",-76.5,63.5,"-76.5_63.5",0.08,"Arctico-Siberian","Palaearctic"
"55188",-72.5,63.5,"-72.5_63.5",0.18,"Arctico-Siberian","Palaearctic"
"55189",-71.5,63.5,"-71.5_63.5",0.69,"Arctico-Siberian","Palaearctic"
"55190",-70.5,63.5,"-70.5_63.5",0.99,"Arctico-Siberian","Palaearctic"
"55191",-69.5,63.5,"-69.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55192",-68.5,63.5,"-68.5_63.5",0.76,"Arctico-Siberian","Palaearctic"
"55193",-67.5,63.5,"-67.5_63.5",0.6,"Arctico-Siberian","Palaearctic"
"55194",-66.5,63.5,"-66.5_63.5",0.91,"Arctico-Siberian","Palaearctic"
"55195",-65.5,63.5,"-65.5_63.5",0.97,"Arctico-Siberian","Palaearctic"
"55196",-64.5,63.5,"-64.5_63.5",0.42,"Arctico-Siberian","Palaearctic"
"55209",-51.5,63.5,"-51.5_63.5",0.24,"Arctico-Siberian","Palaearctic"
"55210",-50.5,63.5,"-50.5_63.5",0.91,"Arctico-Siberian","Palaearctic"
"55211",-49.5,63.5,"-49.5_63.5",0.99,"Arctico-Siberian","Palaearctic"
"55212",-48.5,63.5,"-48.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55217",-43.5,63.5,"-43.5_63.5",1,"North American","Nearctic"
"55218",-42.5,63.5,"-42.5_63.5",0.99,"North American","Nearctic"
"55219",-41.5,63.5,"-41.5_63.5",0.89,"Arctico-Siberian","Palaearctic"
"55220",-40.5,63.5,"-40.5_63.5",0.15,"Arctico-Siberian","Palaearctic"
"55238",-22.5,63.5,"-22.5_63.5",0.11,"Eurasian","Palaearctic"
"55239",-21.5,63.5,"-21.5_63.5",0.11,"Eurasian","Palaearctic"
"55240",-20.5,63.5,"-20.5_63.5",0.31,"Eurasian","Palaearctic"
"55241",-19.5,63.5,"-19.5_63.5",0.51,"Eurasian","Palaearctic"
"55242",-18.5,63.5,"-18.5_63.5",0.56,"Eurasian","Palaearctic"
"55243",-17.5,63.5,"-17.5_63.5",0.27,"Eurasian","Palaearctic"
"55244",-16.5,63.5,"-16.5_63.5",0.07,"Eurasian","Palaearctic"
"55268",7.5,63.5,"7.5_63.5",0.08,"Eurasian","Palaearctic"
"55269",8.5,63.5,"8.5_63.5",0.49,"Eurasian","Palaearctic"
"55270",9.5,63.5,"9.5_63.5",0.63,"Eurasian","Palaearctic"
"55271",10.5,63.5,"10.5_63.5",0.77,"Eurasian","Palaearctic"
"55272",11.5,63.5,"11.5_63.5",0.94,"Eurasian","Palaearctic"
"55273",12.5,63.5,"12.5_63.5",1,"Eurasian","Palaearctic"
"55274",13.5,63.5,"13.5_63.5",1,"Eurasian","Palaearctic"
"55275",14.5,63.5,"14.5_63.5",1,"Eurasian","Palaearctic"
"55276",15.5,63.5,"15.5_63.5",1,"Eurasian","Palaearctic"
"55277",16.5,63.5,"16.5_63.5",1,"Eurasian","Palaearctic"
"55278",17.5,63.5,"17.5_63.5",1,"Eurasian","Palaearctic"
"55279",18.5,63.5,"18.5_63.5",0.9,"Eurasian","Palaearctic"
"55280",19.5,63.5,"19.5_63.5",0.58,"Eurasian","Palaearctic"
"55281",20.5,63.5,"20.5_63.5",0.25,"Eurasian","Palaearctic"
"55282",21.5,63.5,"21.5_63.5",0.14,"Eurasian","Palaearctic"
"55283",22.5,63.5,"22.5_63.5",0.58,"Eurasian","Palaearctic"
"55284",23.5,63.5,"23.5_63.5",0.95,"Eurasian","Palaearctic"
"55285",24.5,63.5,"24.5_63.5",1,"Eurasian","Palaearctic"
"55286",25.5,63.5,"25.5_63.5",1,"Eurasian","Palaearctic"
"55287",26.5,63.5,"26.5_63.5",1,"Eurasian","Palaearctic"
"55288",27.5,63.5,"27.5_63.5",1,"Eurasian","Palaearctic"
"55289",28.5,63.5,"28.5_63.5",1,"Eurasian","Palaearctic"
"55290",29.5,63.5,"29.5_63.5",1,"Eurasian","Palaearctic"
"55291",30.5,63.5,"30.5_63.5",1,"Eurasian","Palaearctic"
"55292",31.5,63.5,"31.5_63.5",1,"Eurasian","Palaearctic"
"55293",32.5,63.5,"32.5_63.5",1,"Eurasian","Palaearctic"
"55294",33.5,63.5,"33.5_63.5",1,"Eurasian","Palaearctic"
"55295",34.5,63.5,"34.5_63.5",1,"Eurasian","Palaearctic"
"55296",35.5,63.5,"35.5_63.5",1,"Eurasian","Palaearctic"
"55297",36.5,63.5,"36.5_63.5",0.96,"Eurasian","Palaearctic"
"55298",37.5,63.5,"37.5_63.5",0.86,"Eurasian","Palaearctic"
"55299",38.5,63.5,"38.5_63.5",1,"Eurasian","Palaearctic"
"55300",39.5,63.5,"39.5_63.5",1,"Eurasian","Palaearctic"
"55301",40.5,63.5,"40.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55302",41.5,63.5,"41.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55303",42.5,63.5,"42.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55304",43.5,63.5,"43.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55305",44.5,63.5,"44.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55306",45.5,63.5,"45.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55307",46.5,63.5,"46.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55308",47.5,63.5,"47.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55309",48.5,63.5,"48.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55310",49.5,63.5,"49.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55311",50.5,63.5,"50.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55312",51.5,63.5,"51.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55313",52.5,63.5,"52.5_63.5",1,"Arctico-Siberian","Palaearctic"
"55314",53.5,63.5,"53.5_63.5",1,"Arctico-Siberian","Palaearctic"
